Team,Year,Week,Offense DVOA,Weighted Offense DVOA,Defense DVOA,Weighted Defense DVOA,ST DVOA,Weighted ST DVOA
MIA,2006,9,-16.90%,-17.10%,-11.50%,-12.40%,-3.30%,-3.80%
NYJ,2006,9,4.60%,4.30%,17.00%,17.60%,2.80%,3.50%
SEA,2006,9,-5.10%,-4.20%,6.70%,7.80%,-1.00%,-1.00%
BUF,2006,9,-13.00%,-13.60%,8.60%,9.30%,4.20%,4.30%
TB,2006,9,-18.00%,-17.20%,0.40%,0.30%,-3.00%,-3.10%
DET,2006,9,-4.70%,-3.60%,14.60%,15.50%,-2.40%,-1.90%
SF,2006,9,-7.50%,-8.80%,18.20%,17.70%,-0.90%,-0.90%
HOU,2006,9,-3.20%,-3.10%,24.60%,24.00%,-2.00%,-2.10%
TEN,2006,9,-25.40%,-24.90%,12.80%,12.40%,1.50%,1.90%
OAK,2006,9,-40.10%,-39.50%,-4.30%,-4.80%,-2.20%,-2.30%
ARI,2006,9,-27.20%,-27.70%,2.00%,1.00%,-11.40%,-11.60%
PHI,2006,10,24.80%,23.90%,-15.40%,-15.60%,-1.30%,-1.40%
CHI,2006,10,-3.10%,-3.80%,-25.90%,-26.30%,10.20%,9.50%
NYG,2006,10,18.50%,17.70%,-11.90%,-12.00%,-0.50%,0.10%
SD,2006,10,28.10%,28.70%,2.10%,3.00%,3.50%,3.60%
DAL,2006,10,12.30%,12.40%,-10.90%,-10.80%,-2.00%,-1.30%
JAC,2006,10,-5.60%,-6.90%,-23.90%,-22.60%,-0.20%,-0.10%
IND,2006,10,29.60%,29.80%,7.20%,6.10%,-5.00%,-5.70%
NE,2006,10,13.70%,14.40%,-2.50%,-3.50%,0.60%,0.40%
BAL,2006,10,-8.30%,-8.20%,-19.20%,-17.40%,4.90%,5.10%
DEN,2006,10,8.50%,11.50%,-4.30%,-3.30%,-0.30%,0.40%
PIT,2006,10,9.40%,9.80%,-11.10%,-11.40%,-8.80%,-8.60%
KC,2006,10,0.20%,1.80%,-5.50%,-4.90%,1.10%,1.00%
CIN,2006,10,18.40%,18.70%,13.40%,15.10%,0.60%,0.50%
NO,2006,10,10.30%,11.70%,8.80%,10.70%,2.30%,2.10%
CAR,2006,10,7.00%,8.50%,-0.20%,-0.50%,-5.20%,-5.50%
MIA,2006,10,-13.80%,-13.50%,-12.10%,-13.50%,-3.00%,-3.00%
GB,2006,10,4.30%,5.20%,7.00%,8.00%,-2.80%,-1.60%
NYJ,2006,10,6.40%,5.70%,15.90%,16.60%,3.50%,4.60%
WAS,2006,10,7.60%,8.50%,15.60%,15.90%,0.70%,0.60%
CLE,2006,10,-19.30%,-18.30%,-4.70%,-4.70%,6.20%,6.20%
SEA,2006,10,-4.40%,-3.60%,6.00%,7.40%,1.60%,2.10%
MIN,2006,10,-18.50%,-18.60%,-10.60%,-10.70%,-0.90%,-0.40%
ATL,2006,10,-6.70%,-7.50%,-2.10%,-0.90%,-4.30%,-3.50%
STL,2006,10,2.70%,4.40%,9.10%,11.10%,-2.80%,-3.20%
BUF,2006,10,-16.70%,-18.00%,9.10%,9.80%,5.10%,4.90%
HOU,2006,10,-0.80%,0.00%,18.20%,17.10%,-2.90%,-3.30%
DET,2006,10,-7.40%,-6.90%,14.00%,14.30%,-1.30%,-0.40%
TB,2006,10,-21.00%,-20.40%,-0.30%,-0.50%,-2.60%,-2.20%
SF,2006,10,-8.50%,-10.00%,16.40%,17.10%,-1.60%,-1.90%
TEN,2006,10,-18.20%,-16.30%,10.80%,10.40%,0.00%,0.40%
OAK,2006,10,-39.70%,-37.90%,-6.50%,-7.20%,-1.90%,-2.10%
ARI,2006,10,-25.40%,-25.50%,6.40%,5.90%,-10.70%,-10.90%
SD,2006,11,30.00%,30.70%,1.90%,2.70%,4.10%,4.20%
CHI,2006,11,-5.30%,-5.90%,-26.60%,-28.10%,8.90%,8.20%
PHI,2006,11,17.70%,16.10%,-14.60%,-15.40%,-3.10%,-3.40%
DAL,2006,11,12.70%,13.10%,-14.80%,-15.00%,-2.90%,-2.40%
JAC,2006,11,-1.10%,-1.50%,-24.20%,-23.20%,0.60%,1.40%
NE,2006,11,12.80%,13.10%,-7.80%,-10.10%,1.30%,1.00%
NYG,2006,11,16.00%,15.70%,-5.70%,-6.10%,-0.60%,-0.40%
BAL,2006,11,-3.40%,-3.40%,-18.90%,-17.60%,5.60%,5.60%
IND,2006,11,25.00%,24.70%,6.90%,6.40%,-4.70%,-5.50%
DEN,2006,11,8.50%,10.10%,-3.00%,-2.40%,-0.50%,0.40%
PIT,2006,11,7.30%,8.60%,-11.00%,-10.20%,-9.40%,-9.40%
CAR,2006,11,4.50%,6.00%,-7.90%,-9.00%,-4.90%,-5.60%
CIN,2006,11,18.10%,19.30%,12.60%,15.20%,0.90%,0.70%
KC,2006,11,3.00%,4.50%,-1.50%,-0.40%,0.80%,0.70%
NO,2006,11,9.90%,11.00%,9.20%,12.20%,0.50%,0.10%
CLE,2006,11,-16.80%,-16.30%,-7.30%,-7.90%,6.60%,6.70%
NYJ,2006,11,5.40%,3.70%,15.00%,15.30%,3.30%,4.30%
MIA,2006,11,-13.10%,-12.40%,-10.30%,-11.50%,-3.80%,-3.60%
WAS,2006,11,8.80%,8.60%,16.60%,17.00%,0.80%,0.70%
MIN,2006,11,-16.70%,-17.50%,-8.20%,-8.20%,-0.80%,-0.40%
ATL,2006,11,-4.90%,-4.20%,1.60%,2.50%,-5.50%,-4.20%
GB,2006,11,0.70%,1.40%,9.10%,9.70%,-3.80%,-3.10%
STL,2006,11,-4.30%,-3.20%,7.00%,8.80%,-2.20%,-2.50%
SEA,2006,11,-7.20%,-7.90%,9.00%,10.70%,1.40%,2.00%
BUF,2006,11,-14.60%,-16.00%,9.50%,10.10%,5.40%,5.30%
TB,2006,11,-17.20%,-16.60%,-0.10%,-0.20%,-1.80%,-1.80%
TEN,2006,11,-15.40%,-13.30%,5.80%,5.20%,1.70%,2.30%
HOU,2006,11,0.20%,1.60%,18.60%,16.10%,-2.10%,-2.70%
SF,2006,11,-6.10%,-8.10%,14.70%,14.80%,-2.60%,-3.10%
DET,2006,11,-10.30%,-10.70%,18.20%,18.80%,-0.40%,0.70%
OAK,2006,11,-35.40%,-33.40%,-5.30%,-5.40%,-1.50%,-1.70%
ARI,2006,11,-21.20%,-20.30%,4.00%,3.00%,-10.70%,-11.20%
SD,2006,12,29.30%,30.40%,2.20%,4.00%,4.10%,4.20%
DAL,2006,12,17.00%,16.70%,-14.00%,-13.80%,-2.30%,-2.00%
CHI,2006,12,-5.50%,-6.60%,-26.30%,-27.20%,7.60%,7.00%
BAL,2006,12,-0.60%,0.50%,-22.30%,-21.00%,5.80%,5.90%
NE,2006,12,13.80%,13.50%,-9.40%,-11.10%,1.70%,1.50%
PHI,2006,12,16.50%,14.60%,-9.90%,-10.00%,-4.50%,-5.30%
IND,2006,12,29.10%,29.20%,5.40%,4.20%,-3.10%,-3.20%
JAC,2006,12,-0.70%,-0.40%,-20.70%,-20.60%,-1.00%,-0.50%
NYG,2006,12,14.70%,14.50%,-2.80%,-2.80%,-1.00%,-1.00%
CIN,2006,12,18.50%,20.40%,9.80%,11.10%,0.90%,0.70%
KC,2006,12,4.30%,5.20%,-3.00%,-0.90%,1.70%,1.10%
DEN,2006,12,6.20%,7.00%,-2.10%,-1.40%,-1.00%,-0.20%
CAR,2006,12,-0.10%,0.10%,-10.90%,-12.80%,-4.10%,-4.50%
NO,2006,12,10.40%,11.30%,6.80%,8.20%,0.40%,0.30%
PIT,2006,12,3.80%,4.90%,-7.30%,-5.80%,-8.90%,-8.90%
MIA,2006,12,-12.50%,-11.60%,-13.40%,-14.40%,-2.80%,-2.70%
NYJ,2006,12,5.30%,3.70%,12.60%,12.80%,3.90%,4.30%
WAS,2006,12,5.30%,3.00%,11.80%,12.20%,-0.40%,-1.00%
MIN,2006,12,-10.80%,-10.70%,-4.30%,-4.50%,-2.30%,-2.20%
CLE,2006,12,-20.70%,-22.10%,-4.50%,-4.50%,5.80%,5.70%
GB,2006,12,-2.00%,-1.20%,4.90%,4.50%,-5.10%,-4.80%
TEN,2006,12,-10.90%,-8.20%,3.60%,2.00%,2.20%,3.10%
BUF,2006,12,-10.70%,-12.50%,9.30%,10.20%,6.60%,7.30%
SEA,2006,12,-10.60%,-11.30%,6.90%,7.80%,2.80%,3.60%
STL,2006,12,-4.90%,-4.50%,9.60%,11.60%,-1.50%,-1.60%
ATL,2006,12,-8.40%,-8.10%,4.00%,6.60%,-4.50%,-3.80%
HOU,2006,12,-0.30%,1.20%,16.50%,13.70%,-2.00%,-2.50%
SF,2006,12,-5.50%,-5.50%,13.40%,12.80%,-2.40%,-2.30%
TB,2006,12,-14.90%,-14.00%,5.60%,6.20%,-1.40%,-1.30%
OAK,2006,12,-33.90%,-32.50%,-6.30%,-6.90%,-2.70%,-2.70%
DET,2006,12,-13.60%,-14.70%,18.70%,18.90%,-0.40%,0.30%
ARI,2006,12,-19.70%,-17.20%,8.00%,7.30%,-8.40%,-8.50%
CHI,2006,13,-7.50%,-10.10%,-28.70%,-29.30%,8.90%,7.40%
SD,2006,13,26.70%,27.90%,0.70%,3.00%,2.60%,2.60%
DAL,2006,13,16.10%,17.70%,-11.60%,-12.30%,-1.80%,-0.90%
NE,2006,13,12.80%,13.30%,-10.40%,-12.70%,2.30%,2.10%
BAL,2006,13,0.10%,2.60%,-20.50%,-17.70%,3.70%,4.10%
JAC,2006,13,3.90%,3.20%,-18.60%,-16.30%,-0.50%,0.20%
PHI,2006,13,17.30%,14.60%,-8.10%,-7.00%,-4.10%,-5.00%
IND,2006,13,27.60%,29.30%,6.80%,4.30%,-2.70%,-3.50%
NYG,2006,13,16.90%,15.80%,-2.40%,-0.80%,-1.30%,-0.60%
CIN,2006,13,20.10%,23.00%,9.30%,12.20%,1.50%,1.10%
KC,2006,13,9.00%,12.80%,2.60%,5.40%,1.50%,1.20%
CAR,2006,13,1.30%,2.50%,-9.20%,-11.40%,-2.70%,-2.80%
NO,2006,13,10.40%,12.90%,4.90%,6.50%,1.20%,1.10%
PIT,2006,13,2.20%,2.30%,-11.30%,-9.80%,-8.30%,-7.80%
DEN,2006,13,1.10%,4.30%,-2.00%,0.00%,-0.80%,-0.40%
NYJ,2006,13,7.90%,7.70%,11.90%,12.60%,3.50%,5.20%
MIA,2006,13,-10.10%,-9.00%,-8.50%,-9.80%,-3.20%,-3.90%
CLE,2006,13,-13.70%,-12.80%,-1.80%,-0.80%,5.30%,4.50%
WAS,2006,13,4.30%,1.70%,12.90%,14.10%,-0.60%,-0.60%
MIN,2006,13,-14.20%,-14.40%,-8.30%,-9.00%,-4.30%,-4.30%
ATL,2006,13,-3.50%,-4.20%,2.60%,6.40%,-4.70%,-4.20%
TEN,2006,13,-9.90%,-5.40%,3.30%,1.30%,2.30%,3.40%
BUF,2006,13,-11.40%,-12.80%,7.50%,8.20%,6.80%,8.00%
SEA,2006,13,-11.50%,-11.40%,3.90%,5.20%,2.50%,3.30%
GB,2006,13,-3.40%,-3.40%,7.30%,6.80%,-5.40%,-3.80%
HOU,2006,13,-4.80%,-3.70%,14.50%,10.50%,-0.70%,-1.10%
STL,2006,13,-6.20%,-6.50%,12.90%,17.70%,-0.80%,-1.10%
TB,2006,13,-18.90%,-18.00%,3.60%,4.40%,-1.50%,-1.20%
SF,2006,13,-7.90%,-9.70%,14.10%,13.00%,-2.40%,-2.50%
OAK,2006,13,-34.00%,-31.80%,-9.50%,-11.60%,-5.30%,-5.80%
DET,2006,13,-13.60%,-13.60%,16.90%,17.80%,0.10%,1.30%
ARI,2006,13,-16.90%,-14.70%,6.30%,5.10%,-8.00%,-7.80%
SD,2006,14,29.30%,30.80%,0.40%,3.10%,3.70%,4.00%
CHI,2006,14,-4.30%,-5.50%,-24.70%,-25.20%,11.20%,10.40%
BAL,2006,14,1.10%,4.30%,-22.60%,-20.00%,3.90%,4.10%
JAC,2006,14,6.10%,7.70%,-18.90%,-15.20%,1.80%,2.70%
PHI,2006,14,17.10%,13.80%,-8.70%,-7.40%,-3.80%,-4.60%
NE,2006,14,9.10%,8.60%,-7.80%,-10.30%,2.30%,2.30%
DAL,2006,14,15.10%,16.60%,-4.80%,-2.00%,-1.50%,-0.20%
NYG,2006,14,13.80%,12.50%,-3.30%,-2.40%,-0.40%,0.40%
CIN,2006,14,19.40%,22.70%,6.80%,9.00%,1.00%,0.90%
NO,2006,14,15.80%,20.40%,3.80%,5.60%,0.50%,-0.70%
IND,2006,14,26.10%,26.60%,9.60%,7.90%,-5.30%,-6.60%
CAR,2006,14,0.00%,0.50%,-11.80%,-14.20%,-2.10%,-1.80%
PIT,2006,14,4.80%,5.10%,-11.60%,-9.00%,-8.40%,-8.20%
KC,2006,14,7.30%,12.70%,2.80%,5.80%,1.60%,0.80%
MIA,2006,14,-7.40%,-5.20%,-12.20%,-14.90%,-2.50%,-2.00%
DEN,2006,14,-1.00%,2.50%,0.90%,4.50%,-1.00%,0.00%
NYJ,2006,14,3.30%,1.00%,12.30%,13.30%,4.00%,6.20%
BUF,2006,14,-9.90%,-10.60%,3.70%,3.30%,6.00%,6.10%
MIN,2006,14,-13.40%,-13.50%,-10.40%,-11.90%,-5.40%,-5.60%
CLE,2006,14,-13.00%,-11.30%,1.60%,3.70%,4.60%,3.70%
ATL,2006,14,-3.10%,-3.30%,1.40%,4.60%,-5.60%,-4.50%
WAS,2006,14,2.70%,2.20%,13.60%,15.30%,0.60%,0.50%
TEN,2006,14,-9.60%,-3.70%,4.20%,2.00%,2.90%,4.60%
GB,2006,14,-2.00%,-1.40%,6.10%,7.50%,-4.50%,-2.90%
SEA,2006,14,-12.10%,-12.70%,4.20%,6.30%,2.10%,3.20%
HOU,2006,14,-4.40%,-1.60%,15.50%,11.60%,-0.70%,-1.20%
TB,2006,14,-18.70%,-18.40%,1.70%,3.00%,-0.80%,0.50%
SF,2006,14,-9.30%,-11.40%,13.40%,13.80%,-2.30%,-3.00%
STL,2006,14,-4.00%,-2.20%,15.80%,20.90%,-5.50%,-7.00%
ARI,2006,14,-16.90%,-13.80%,5.80%,5.80%,-6.80%,-5.70%
DET,2006,14,-15.70%,-17.10%,16.10%,17.00%,1.60%,4.10%
OAK,2006,14,-36.30%,-32.50%,-9.80%,-11.90%,-4.90%,-5.50%
SD,2006,15,27.60%,29.20%,-1.60%,0.20%,4.20%,4.40%
CHI,2006,15,-0.60%,-0.50%,-22.60%,-23.50%,9.40%,7.70%
BAL,2006,15,1.00%,4.40%,-21.10%,-18.50%,3.50%,3.20%
JAC,2006,15,4.40%,6.50%,-20.00%,-16.90%,0.90%,2.90%
NE,2006,15,8.30%,6.90%,-11.50%,-16.50%,5.20%,5.80%
PHI,2006,15,19.80%,16.90%,-7.90%,-7.50%,-3.50%,-4.30%
IND,2006,15,27.90%,29.00%,6.10%,3.60%,-4.80%,-6.30%
DAL,2006,15,15.70%,17.90%,-2.40%,0.70%,-1.20%,0.30%
NYG,2006,15,14.30%,12.90%,-2.00%,-0.30%,0.30%,1.00%
PIT,2006,15,6.20%,7.00%,-10.10%,-6.80%,-5.90%,-4.50%
CIN,2006,15,16.40%,20.50%,8.50%,13.20%,1.40%,1.10%
NO,2006,15,11.70%,15.40%,4.70%,8.90%,0.50%,-0.50%
KC,2006,15,5.20%,10.20%,0.60%,3.40%,1.60%,1.60%
CAR,2006,15,-1.90%,-0.70%,-9.40%,-11.60%,-4.20%,-5.30%
DEN,2006,15,2.00%,5.00%,1.80%,5.90%,0.10%,1.80%
MIA,2006,15,-8.90%,-7.20%,-11.30%,-14.20%,-2.40%,-1.90%
BUF,2006,15,-8.00%,-8.60%,0.30%,-1.90%,6.10%,6.80%
NYJ,2006,15,5.00%,0.60%,13.40%,14.60%,4.60%,7.40%
WAS,2006,15,2.40%,0.10%,10.60%,10.30%,1.00%,1.00%
TEN,2006,15,-9.60%,-2.70%,1.90%,-0.80%,3.10%,5.00%
ATL,2006,15,-1.10%,1.10%,3.50%,6.80%,-4.80%,-2.70%
CLE,2006,15,-12.10%,-10.50%,2.50%,5.20%,4.70%,4.00%
MIN,2006,15,-12.80%,-13.60%,-8.90%,-9.60%,-6.40%,-7.70%
GB,2006,15,-5.30%,-6.10%,3.00%,2.00%,-4.70%,-3.40%
SEA,2006,15,-12.70%,-14.80%,6.30%,9.30%,1.80%,3.10%
TB,2006,15,-16.70%,-15.90%,4.90%,6.70%,0.80%,1.90%
SF,2006,15,-6.80%,-9.60%,13.20%,12.70%,-1.80%,-2.50%
STL,2006,15,-2.70%,-0.20%,15.30%,22.20%,-4.40%,-6.10%
HOU,2006,15,-7.10%,-6.20%,14.90%,9.10%,-2.90%,-4.50%
DET,2006,15,-19.10%,-23.70%,12.20%,11.90%,2.70%,6.50%
ARI,2006,15,-16.00%,-11.30%,6.70%,6.50%,-6.60%,-5.50%
OAK,2006,15,-37.10%,-33.60%,-8.60%,-9.50%,-4.80%,-5.90%
SD,2006,16,24.90%,26.00%,-2.20%,0.40%,4.40%,4.50%
CHI,2006,16,-0.50%,-2.90%,-19.80%,-18.90%,9.50%,8.20%
BAL,2006,16,2.40%,7.00%,-21.80%,-17.90%,3.90%,3.60%
PHI,2006,16,21.10%,18.30%,-8.40%,-8.40%,-2.50%,-3.40%
NE,2006,16,11.80%,9.10%,-8.90%,-12.70%,4.90%,5.90%
JAC,2006,16,5.90%,10.70%,-16.50%,-13.80%,0.10%,1.40%
IND,2006,16,28.30%,27.90%,9.00%,6.50%,-3.90%,-4.60%
DAL,2006,16,13.60%,13.10%,-1.80%,3.20%,-1.20%,-0.10%
NYG,2006,16,10.90%,8.70%,-2.60%,-0.80%,0.00%,0.30%
NO,2006,16,11.60%,15.00%,2.10%,2.70%,0.30%,-0.50%
CIN,2006,16,13.80%,17.30%,6.60%,8.60%,1.60%,1.20%
PIT,2006,16,4.70%,6.80%,-8.20%,-4.20%,-5.50%,-4.20%
KC,2006,16,5.30%,8.60%,0.90%,6.30%,1.70%,0.60%
CAR,2006,16,-3.40%,-5.60%,-9.60%,-13.90%,-3.30%,-3.70%
DEN,2006,16,-0.40%,1.10%,-1.10%,1.30%,0.00%,2.10%
MIA,2006,16,-10.30%,-8.30%,-11.20%,-13.60%,-2.00%,-1.30%
BUF,2006,16,-6.20%,-7.80%,2.30%,1.20%,7.10%,9.00%
NYJ,2006,16,4.50%,0.70%,12.20%,12.60%,3.60%,4.90%
TEN,2006,16,-7.90%,1.10%,2.60%,-2.20%,1.90%,3.60%
WAS,2006,16,3.20%,-0.50%,13.80%,15.00%,1.50%,1.10%
ATL,2006,16,-2.10%,-1.00%,2.70%,8.10%,-4.90%,-3.60%
MIN,2006,16,-15.40%,-16.80%,-11.30%,-14.80%,-5.70%,-7.20%
GB,2006,16,-5.70%,-7.30%,-0.60%,-3.00%,-5.30%,-4.50%
CLE,2006,16,-14.80%,-16.10%,3.30%,6.90%,3.50%,2.50%
SEA,2006,16,-13.30%,-15.20%,4.70%,6.50%,2.30%,4.10%
TB,2006,16,-15.50%,-13.80%,2.50%,3.80%,0.80%,2.20%
SF,2006,16,-6.30%,-6.10%,14.20%,14.00%,-0.20%,1.00%
STL,2006,16,0.10%,2.00%,15.50%,22.40%,-5.80%,-7.90%
HOU,2006,16,-5.10%,-2.80%,15.70%,9.40%,-2.90%,-4.50%
DET,2006,16,-15.70%,-19.30%,12.00%,10.20%,3.30%,6.90%
ARI,2006,16,-13.30%,-4.20%,6.00%,4.50%,-6.30%,-4.90%
OAK,2006,16,-35.60%,-31.90%,-8.90%,-9.90%,-4.10%,-4.90%
SD,2006,17,25.70%,27.70%,1.10%,5.40%,4.90%,5.70%
BAL,2006,17,0.90%,6.70%,-23.00%,-21.30%,3.90%,3.90%
NE,2006,17,14.10%,12.80%,-9.20%,-13.40%,2.90%,3.20%
PHI,2006,17,21.10%,18.50%,-7.00%,-4.30%,-2.50%,-3.10%
CHI,2006,17,-5.00%,-10.20%,-20.10%,-17.50%,8.70%,7.20%
JAC,2006,17,6.80%,11.80%,-16.10%,-9.40%,-0.50%,0.20%
IND,2006,17,28.50%,30.00%,8.50%,7.30%,-3.60%,-4.30%
NYG,2006,17,12.00%,10.40%,-1.60%,1.20%,0.10%,0.60%
DAL,2006,17,12.00%,13.90%,-1.40%,3.80%,-0.50%,1.60%
PIT,2006,17,7.10%,11.70%,-7.20%,-1.50%,-5.00%,-3.50%
CIN,2006,17,14.00%,17.60%,8.70%,11.90%,1.40%,1.00%
NO,2006,17,10.00%,12.70%,4.20%,6.20%,0.60%,-0.70%
CAR,2006,17,-2.20%,-3.60%,-10.90%,-16.20%,-3.20%,-2.90%
KC,2006,17,6.30%,11.20%,2.30%,8.00%,1.30%,-0.30%
NYJ,2006,17,5.60%,5.20%,10.40%,9.00%,3.70%,5.80%
MIA,2006,17,-10.00%,-7.40%,-9.70%,-10.30%,-0.90%,0.90%
DEN,2006,17,-4.80%,-7.40%,-2.80%,1.00%,0.60%,2.20%
BUF,2006,17,-7.50%,-6.80%,1.70%,-1.60%,7.10%,9.50%
GB,2006,17,-4.80%,-6.30%,-5.30%,-12.30%,-4.80%,-4.10%
ATL,2006,17,-0.60%,2.50%,2.80%,8.40%,-4.60%,-2.60%
WAS,2006,17,4.00%,1.00%,15.00%,16.20%,1.90%,2.20%
TEN,2006,17,-9.50%,1.00%,3.90%,1.00%,2.80%,4.70%
MIN,2006,17,-17.80%,-20.30%,-9.30%,-10.70%,-4.40%,-5.10%
SEA,2006,17,-11.20%,-13.10%,4.70%,6.70%,2.90%,5.00%
STL,2006,17,2.50%,4.40%,12.40%,17.90%,-5.30%,-7.80%
CLE,2006,17,-16.50%,-18.40%,3.00%,5.70%,3.30%,0.80%
SF,2006,17,-8.10%,-8.90%,11.40%,10.40%,0.10%,1.10%
TB,2006,17,-16.00%,-15.00%,4.00%,6.10%,0.30%,2.00%
DET,2006,17,-13.40%,-16.80%,11.20%,8.80%,3.00%,6.20%
ARI,2006,17,-9.40%,2.10%,6.60%,6.60%,-6.10%,-4.40%
HOU,2006,17,-6.30%,-3.60%,13.70%,6.20%,-2.20%,-3.60%
OAK,2006,17,-37.00%,-33.90%,-8.00%,-10.10%,-3.90%,-4.10%
NE,2007,1,80.30%,80.30%,-3.80%,-3.80%,19.80%,19.80%
PIT,2007,1,10.60%,10.60%,-62.90%,-62.90%,8.70%,8.70%
DAL,2007,1,95.70%,95.70%,30.60%,30.60%,4.60%,4.60%
IND,2007,1,43.80%,43.80%,-24.60%,-24.60%,0.70%,0.70%
MIN,2007,1,11.40%,11.40%,-33.30%,-33.30%,8.40%,8.40%
SEA,2007,1,16.60%,16.60%,-23.40%,-23.40%,7.00%,7.00%
SD,2007,1,-0.90%,-0.90%,-45.30%,-45.30%,-8.80%,-8.80%
HOU,2007,1,6.80%,6.80%,-24.70%,-24.70%,2.20%,2.20%
DET,2007,1,21.90%,21.90%,7.10%,7.10%,14.60%,14.60%
DEN,2007,1,33.80%,33.80%,-26.10%,-26.10%,-40.80%,-40.80%
PHI,2007,1,-4.30%,-4.30%,-35.90%,-35.90%,-15.30%,-15.30%
TEN,2007,1,11.40%,11.40%,-7.00%,-7.00%,-5.10%,-5.10%
WAS,2007,1,4.00%,4.00%,-0.30%,-0.30%,3.30%,3.30%
SF,2007,1,-16.70%,-16.70%,-10.80%,-10.80%,9.20%,9.20%
MIA,2007,1,1.30%,1.30%,0.30%,0.30%,1.70%,1.70%
CIN,2007,1,2.00%,2.00%,-38.10%,-38.10%,-38.10%,-38.10%
CAR,2007,1,11.40%,11.40%,-3.40%,-3.40%,-14.70%,-14.70%
JAC,2007,1,1.00%,1.00%,3.20%,3.20%,1.50%,1.50%
BAL,2007,1,-44.20%,-44.20%,-7.80%,-7.80%,32.90%,32.90%
ARI,2007,1,-10.80%,-10.80%,-18.40%,-18.40%,-11.40%,-11.40%
GB,2007,1,-39.50%,-39.50%,-13.90%,-13.90%,21.50%,21.50%
STL,2007,1,-9.00%,-9.00%,28.00%,28.00%,11.50%,11.50%
TB,2007,1,-19.40%,-19.40%,9.80%,9.80%,-3.20%,-3.20%
NYG,2007,1,40.90%,40.90%,81.30%,81.30%,0.90%,0.90%
BUF,2007,1,-35.00%,-35.00%,28.90%,28.90%,24.00%,24.00%
CHI,2007,1,-42.80%,-42.80%,-1.90%,-1.90%,-0.70%,-0.70%
OAK,2007,1,0.50%,0.50%,25.10%,25.10%,-21.60%,-21.60%
KC,2007,1,-40.90%,-40.90%,6.80%,6.80%,-13.10%,-13.10%
ATL,2007,1,-39.80%,-39.80%,19.30%,19.30%,-7.20%,-7.20%
CLE,2007,1,-59.30%,-59.30%,15.50%,15.50%,-6.10%,-6.10%
NYJ,2007,1,6.10%,6.10%,65.60%,65.60%,-24.40%,-24.40%
NO,2007,1,-40.80%,-40.80%,47.60%,47.60%,-5.20%,-5.20%
NE,2007,2,64.10%,64.10%,-27.10%,-27.10%,2.40%,2.40%
PIT,2007,2,23.90%,23.90%,-48.40%,-48.40%,3.40%,3.40%
DAL,2007,2,51.00%,51.00%,13.60%,13.60%,6.10%,6.10%
HOU,2007,2,13.90%,13.90%,-13.90%,-13.90%,13.10%,13.10%
DEN,2007,2,19.20%,19.20%,-38.00%,-38.00%,-23.10%,-23.10%
IND,2007,2,26.80%,26.80%,-12.80%,-12.80%,-5.60%,-5.60%
BAL,2007,2,-18.40%,-18.40%,-28.40%,-28.40%,17.00%,17.00%
GB,2007,2,5.10%,5.10%,-12.40%,-12.40%,7.20%,7.20%
TB,2007,2,10.90%,10.90%,-7.10%,-7.10%,2.60%,2.60%
SEA,2007,2,10.50%,10.50%,4.60%,4.60%,4.20%,4.20%
MIN,2007,2,-13.10%,-13.10%,-16.30%,-16.30%,5.40%,5.40%
PHI,2007,2,-1.90%,-1.90%,-14.80%,-14.80%,-5.10%,-5.10%
CIN,2007,2,30.50%,30.50%,0.00%,0.00%,-24.50%,-24.50%
DET,2007,2,-2.20%,-2.20%,-6.50%,-6.50%,1.20%,1.20%
WAS,2007,2,-0.10%,-0.10%,-4.50%,-4.50%,-0.60%,-0.60%
ARI,2007,2,7.10%,7.10%,0.60%,0.60%,-3.90%,-3.90%
TEN,2007,2,11.30%,11.30%,6.50%,6.50%,-4.40%,-4.40%
JAC,2007,2,-2.60%,-2.60%,1.50%,1.50%,1.10%,1.10%
CHI,2007,2,-36.80%,-36.80%,-15.30%,-15.30%,14.20%,14.20%
SF,2007,2,-27.00%,-27.00%,-10.00%,-10.00%,8.20%,8.20%
STL,2007,2,-12.60%,-12.60%,-0.90%,-0.90%,1.00%,1.00%
MIA,2007,2,-6.90%,-6.90%,9.40%,9.40%,2.40%,2.40%
CAR,2007,2,8.20%,8.20%,5.00%,5.00%,-17.90%,-17.90%
CLE,2007,2,3.40%,3.40%,31.40%,31.40%,3.90%,3.90%
SD,2007,2,-23.60%,-23.60%,6.30%,6.30%,-1.20%,-1.20%
ATL,2007,2,-18.60%,-18.60%,6.00%,6.00%,-12.20%,-12.20%
NYG,2007,2,15.20%,15.20%,50.90%,50.90%,-3.60%,-3.60%
KC,2007,2,-34.70%,-34.70%,-20.60%,-20.60%,-26.10%,-26.10%
OAK,2007,2,-25.30%,-25.30%,13.10%,13.10%,-11.20%,-11.20%
BUF,2007,2,-36.60%,-36.60%,30.80%,30.80%,15.30%,15.30%
NYJ,2007,2,-23.40%,-23.40%,34.80%,34.80%,-15.20%,-15.20%
NO,2007,2,-32.90%,-32.90%,44.10%,44.10%,-9.70%,-9.70%
NE,2007,3,53.00%,53.00%,-28.60%,-28.60%,5.50%,5.50%
PIT,2007,3,25.40%,25.40%,-40.30%,-40.30%,11.30%,11.30%
DAL,2007,3,45.10%,45.10%,-8.50%,-8.50%,4.60%,4.60%
