Team,Year,Week,Offense DVOA,Weighted Offense DVOA,Defense DVOA,Weighted Defense DVOA,ST DVOA,Weighted ST DVOA
HOU,2009,13,9.50%,12.60%,5.00%,2.30%,3.20%,3.00%
CIN,2009,13,4.00%,3.30%,-2.40%,-2.50%,-1.10%,0.50%
MIA,2009,13,6.10%,7.20%,5.20%,5.50%,4.30%,5.60%
NYJ,2009,13,-15.80%,-16.90%,-15.60%,-13.90%,2.40%,1.40%
SF,2009,13,-11.10%,-7.90%,-9.30%,-7.10%,-0.20%,0.10%
JAC,2009,13,7.00%,6.80%,8.30%,10.70%,-1.00%,-2.00%
WAS,2009,13,-7.20%,-6.00%,-3.30%,-3.60%,-2.00%,-2.40%
ATL,2009,13,2.90%,0.90%,9.70%,12.40%,-0.70%,-0.60%
TEN,2009,13,4.80%,6.70%,10.00%,11.60%,-3.30%,-1.50%
CAR,2009,13,-12.30%,-6.30%,-6.30%,-7.20%,-4.70%,-3.80%
SEA,2009,13,-12.70%,-15.00%,6.50%,8.00%,2.70%,2.80%
CHI,2009,13,-23.50%,-24.40%,0.70%,1.90%,5.30%,4.30%
BUF,2009,13,-24.50%,-25.20%,-4.50%,-4.60%,0.70%,2.10%
TB,2009,13,-19.40%,-24.20%,11.10%,7.50%,0.50%,1.50%
STL,2009,13,-19.00%,-17.10%,14.70%,12.90%,-0.30%,0.30%
KC,2009,13,-28.90%,-31.40%,8.90%,7.20%,3.20%,3.10%
CLE,2009,13,-23.60%,-23.70%,19.90%,21.80%,7.30%,6.80%
OAK,2009,13,-28.10%,-25.70%,8.00%,9.30%,-0.10%,0.80%
DET,2009,13,-28.30%,-27.60%,14.70%,13.30%,-5.30%,-6.60%
PHI,2009,14,10.40%,11.40%,-13.90%,-9.50%,7.20%,7.80%
NE,2009,14,26.30%,24.80%,-0.80%,-1.70%,1.90%,2.80%
NO,2009,14,27.80%,25.60%,-3.40%,-0.30%,-2.50%,-0.60%
IND,2009,14,21.80%,21.00%,-7.00%,-7.80%,-0.50%,-0.30%
BAL,2009,14,13.40%,11.00%,-10.40%,-9.30%,1.90%,4.10%
GB,2009,14,14.50%,16.10%,-19.30%,-20.00%,-10.10%,-11.30%
MIN,2009,14,12.80%,13.80%,-2.60%,-2.30%,7.10%,7.00%
ARI,2009,14,11.40%,13.10%,-4.40%,-1.70%,3.80%,5.50%
DAL,2009,14,21.60%,19.70%,3.10%,-2.30%,0.60%,0.70%
DEN,2009,14,0.70%,-2.10%,-15.90%,-14.90%,-1.40%,0.20%
NYG,2009,14,11.30%,10.50%,-3.00%,-0.70%,-3.50%,-4.40%
SD,2009,14,19.50%,24.50%,7.90%,5.50%,-0.90%,-1.90%
HOU,2009,14,10.60%,13.10%,2.70%,-0.30%,2.40%,2.10%
PIT,2009,14,11.40%,11.10%,-4.20%,-5.40%,-5.90%,-6.30%
NYJ,2009,14,-14.50%,-15.00%,-19.70%,-18.80%,1.90%,0.40%
MIA,2009,14,5.00%,3.70%,2.10%,0.60%,2.80%,3.80%
CIN,2009,14,3.50%,2.50%,-2.80%,-3.30%,-2.10%,-2.20%
SF,2009,14,-10.40%,-7.10%,-13.30%,-13.80%,-0.60%,-0.80%
JAC,2009,14,5.40%,5.60%,6.20%,6.70%,-0.80%,-1.50%
TEN,2009,14,7.40%,10.90%,6.60%,5.80%,-2.50%,-0.40%
WAS,2009,14,-5.10%,-1.60%,-3.30%,-4.10%,-1.00%,-1.40%
ATL,2009,14,5.40%,2.70%,9.80%,11.40%,-0.40%,-0.80%
CAR,2009,14,-10.00%,-4.90%,-5.60%,-7.30%,-4.80%,-3.70%
BUF,2009,14,-22.70%,-25.20%,-4.70%,-5.00%,2.70%,4.40%
CHI,2009,14,-21.80%,-22.40%,1.30%,2.90%,4.40%,3.60%
SEA,2009,14,-17.80%,-21.40%,9.40%,11.20%,1.80%,1.80%
CLE,2009,14,-22.60%,-22.30%,16.40%,16.30%,7.70%,6.70%
TB,2009,14,-23.80%,-30.20%,10.80%,6.30%,0.60%,1.20%
KC,2009,14,-28.60%,-31.90%,7.60%,6.90%,1.90%,1.00%
OAK,2009,14,-28.80%,-27.10%,9.90%,12.40%,0.80%,2.10%
STL,2009,14,-23.80%,-23.70%,17.60%,16.60%,-0.20%,0.70%
DET,2009,14,-28.40%,-26.50%,18.60%,19.30%,-6.40%,-7.80%
PHI,2009,15,13.00%,15.00%,-15.60%,-10.40%,6.80%,7.40%
BAL,2009,15,12.30%,9.10%,-15.10%,-14.30%,0.80%,2.80%
NE,2009,15,25.40%,22.80%,-0.80%,-1.10%,1.70%,2.40%
IND,2009,15,22.60%,22.20%,-4.60%,-2.80%,0.00%,0.60%
NO,2009,15,26.60%,24.20%,-2.30%,1.80%,-2.10%,0.10%
DAL,2009,15,21.90%,19.50%,0.00%,-5.60%,0.40%,-0.20%
GB,2009,15,16.70%,18.00%,-13.90%,-13.10%,-9.50%,-11.30%
MIN,2009,15,10.70%,13.20%,-0.70%,1.50%,7.00%,5.80%
NYG,2009,15,13.90%,15.20%,-4.30%,-1.40%,-2.40%,-2.70%
ARI,2009,15,8.50%,12.90%,-3.30%,0.30%,3.20%,4.50%
DEN,2009,15,0.10%,-3.00%,-15.00%,-12.50%,-1.20%,0.00%
SD,2009,15,19.90%,26.20%,6.60%,5.00%,-0.20%,-0.40%
PIT,2009,15,15.70%,17.10%,-1.90%,-2.80%,-5.90%,-6.50%
HOU,2009,15,9.50%,11.30%,2.20%,-4.20%,1.60%,0.80%
NYJ,2009,15,-15.40%,-16.60%,-21.00%,-19.90%,1.40%,-0.70%
CIN,2009,15,3.00%,-0.70%,-3.50%,-4.50%,-2.10%,-1.60%
MIA,2009,15,3.30%,3.10%,1.10%,1.00%,2.10%,3.40%
TEN,2009,15,6.40%,10.50%,4.80%,4.80%,-1.60%,1.90%
JAC,2009,15,6.40%,5.90%,7.60%,8.80%,-1.10%,-1.90%
SF,2009,15,-13.40%,-10.20%,-10.40%,-9.70%,-0.50%,0.20%
ATL,2009,15,5.60%,3.60%,8.10%,9.50%,-1.00%,-1.20%
CAR,2009,15,-7.60%,0.00%,-7.40%,-10.50%,-5.50%,-3.60%
WAS,2009,15,-6.00%,-2.60%,-1.20%,-2.40%,-1.50%,-2.50%
BUF,2009,15,-23.50%,-26.70%,-5.90%,-6.60%,2.90%,5.10%
CHI,2009,15,-27.00%,-27.90%,0.90%,2.20%,4.60%,4.20%
CLE,2009,15,-18.10%,-14.20%,19.20%,18.60%,9.50%,9.60%
TB,2009,15,-21.40%,-26.80%,9.70%,4.10%,2.10%,3.80%
SEA,2009,15,-18.40%,-21.70%,11.30%,13.20%,0.10%,-0.20%
OAK,2009,15,-25.90%,-22.70%,7.90%,9.90%,0.80%,2.00%
KC,2009,15,-23.60%,-25.60%,9.10%,8.60%,-2.00%,-4.30%
STL,2009,15,-26.10%,-26.40%,17.20%,14.60%,0.30%,1.30%
DET,2009,15,-30.10%,-30.00%,16.80%,16.20%,-6.30%,-8.50%
PHI,2009,16,12.80%,14.20%,-16.00%,-10.90%,5.50%,5.60%
NE,2009,16,27.20%,25.30%,-2.30%,-3.50%,1.80%,3.10%
BAL,2009,16,11.50%,7.70%,-16.40%,-15.60%,1.10%,2.30%
GB,2009,16,18.30%,21.20%,-15.50%,-17.00%,-8.80%,-9.80%
DAL,2009,16,21.60%,20.50%,-2.20%,-9.70%,0.90%,-0.20%
NO,2009,16,26.70%,24.80%,-0.90%,5.20%,-4.00%,-3.00%
IND,2009,16,20.40%,18.80%,-3.90%,-3.60%,-1.30%,-1.70%
SD,2009,16,21.70%,28.70%,5.70%,1.80%,0.00%,-0.80%
MIN,2009,16,12.40%,13.70%,1.90%,6.20%,5.20%,2.80%
DEN,2009,16,0.80%,-3.60%,-14.10%,-10.20%,-0.20%,2.40%
ARI,2009,16,8.30%,12.40%,-3.70%,-1.10%,2.40%,3.80%
PIT,2009,16,14.90%,14.60%,-3.60%,-5.10%,-5.60%,-5.70%
NYJ,2009,16,-14.30%,-13.40%,-22.10%,-20.20%,3.40%,2.80%
NYG,2009,16,11.70%,12.70%,0.00%,5.00%,-2.40%,-2.20%
HOU,2009,16,9.60%,13.40%,3.90%,-0.30%,1.80%,0.30%
MIA,2009,16,4.60%,4.10%,1.70%,2.60%,2.00%,2.60%
CIN,2009,16,2.90%,0.10%,-2.90%,-4.30%,-1.80%,0.30%
CAR,2009,16,-3.70%,4.10%,-9.80%,-14.10%,-4.80%,-3.00%
ATL,2009,16,6.20%,3.90%,5.70%,6.60%,-0.50%,-0.50%
SF,2009,16,-14.00%,-11.20%,-12.40%,-12.00%,0.10%,0.90%
TEN,2009,16,4.50%,8.40%,8.40%,8.10%,-1.90%,1.70%
WAS,2009,16,-8.00%,-4.00%,-1.20%,-2.30%,-1.80%,-2.80%
JAC,2009,16,3.70%,1.20%,11.40%,14.20%,-0.90%,-2.20%
BUF,2009,16,-25.30%,-28.00%,-5.80%,-7.30%,1.80%,3.70%
CHI,2009,16,-22.70%,-23.30%,1.00%,2.00%,5.40%,3.50%
CLE,2009,16,-17.40%,-12.90%,17.10%,17.10%,10.00%,9.40%
TB,2009,16,-19.20%,-23.70%,9.10%,3.40%,3.50%,6.10%
SEA,2009,16,-20.50%,-25.80%,13.30%,15.80%,0.40%,0.60%
KC,2009,16,-22.70%,-22.70%,9.00%,9.00%,-2.80%,-6.00%
OAK,2009,16,-28.10%,-22.90%,7.40%,10.50%,0.30%,1.80%
STL,2009,16,-27.70%,-28.10%,17.40%,15.20%,0.80%,2.40%
DET,2009,16,-31.40%,-31.50%,16.00%,14.80%,-6.10%,-6.70%
GB,2009,17,18.80%,21.60%,-17.70%,-21.30%,-7.50%,-7.20%
BAL,2009,17,12.80%,10.40%,-14.20%,-13.60%,2.20%,4.10%
NE,2009,17,26.40%,23.30%,-1.10%,-2.50%,1.30%,1.80%
PHI,2009,17,9.70%,8.70%,-14.30%,-7.80%,4.80%,4.50%
DAL,2009,17,21.70%,20.00%,-2.90%,-10.90%,1.00%,0.50%
NO,2009,17,24.30%,21.20%,-0.40%,6.30%,-3.40%,-2.60%
MIN,2009,17,12.90%,13.90%,-1.00%,1.00%,4.70%,1.30%
IND,2009,17,16.80%,13.70%,-0.80%,2.80%,-1.10%,-1.20%
NYJ,2009,17,-12.50%,-12.20%,-25.50%,-29.20%,2.80%,1.70%
PIT,2009,17,14.40%,13.50%,-4.60%,-6.90%,-4.80%,-4.80%
SD,2009,17,19.70%,26.20%,6.50%,3.40%,0.20%,-0.30%
ARI,2009,17,6.80%,9.00%,-2.80%,-1.50%,1.70%,3.50%
DEN,2009,17,1.30%,-3.40%,-9.80%,-3.60%,-0.40%,2.60%
HOU,2009,17,9.90%,14.20%,2.50%,-3.20%,2.40%,0.90%
CAR,2009,17,-2.00%,8.20%,-12.80%,-19.20%,-3.70%,-2.20%
MIA,2009,17,4.10%,0.50%,1.50%,0.50%,1.80%,2.20%
NYG,2009,17,8.70%,6.20%,2.40%,10.70%,-2.00%,-1.60%
ATL,2009,17,5.90%,2.20%,4.10%,4.90%,-1.30%,-2.20%
CIN,2009,17,-0.90%,-7.00%,-2.00%,-1.70%,-1.30%,1.60%
SF,2009,17,-14.10%,-10.20%,-14.00%,-16.20%,-1.10%,-0.30%
TEN,2009,17,4.20%,8.10%,9.10%,9.50%,-1.70%,1.40%
WAS,2009,17,-8.30%,-4.40%,-2.10%,-3.50%,-1.70%,-2.60%
JAC,2009,17,3.80%,2.70%,11.30%,12.30%,-1.80%,-4.00%
BUF,2009,17,-20.70%,-18.80%,-9.20%,-12.00%,1.10%,3.10%
CHI,2009,17,-19.70%,-20.00%,3.00%,4.70%,4.70%,2.80%
CLE,2009,17,-16.40%,-10.10%,16.40%,16.20%,9.70%,9.00%
TB,2009,17,-19.30%,-23.80%,8.00%,1.60%,3.50%,6.00%
KC,2009,17,-18.00%,-16.30%,9.20%,7.70%,-2.10%,-5.50%
SEA,2009,17,-19.60%,-25.80%,12.00%,16.40%,0.80%,0.50%
OAK,2009,17,-25.80%,-17.50%,7.90%,9.00%,-0.30%,0.80%
STL,2009,17,-29.50%,-32.50%,17.20%,15.00%,1.70%,3.80%
DET,2009,17,-28.40%,-27.60%,17.90%,17.50%,-5.30%,-5.50%
SEA,2010,1,5.40%,5.40%,-47.30%,-47.30%,9.70%,9.70%
TEN,2010,1,24.50%,24.50%,-25.90%,-25.90%,9.70%,9.70%
NE,2010,1,58.30%,58.30%,17.30%,17.30%,18.50%,18.50%
JAC,2010,1,41.90%,41.90%,10.50%,10.50%,16.80%,16.80%
NYG,2010,1,2.20%,2.20%,-61.60%,-61.60%,-21.70%,-21.70%
GB,2010,1,28.40%,28.40%,8.30%,8.30%,17.60%,17.60%
DAL,2010,1,35.60%,35.60%,-9.30%,-9.30%,-12.40%,-12.40%
CHI,2010,1,-10.80%,-10.80%,-39.80%,-39.80%,2.90%,2.90%
KC,2010,1,3.20%,3.20%,5.40%,5.40%,28.30%,28.30%
HOU,2010,1,49.20%,49.20%,39.00%,39.00%,14.00%,14.00%
MIA,2010,1,10.40%,10.40%,-23.10%,-23.10%,-13.20%,-13.20%
NO,2010,1,21.00%,21.00%,-7.50%,-7.50%,-9.40%,-9.40%
PIT,2010,1,3.90%,3.90%,-8.40%,-8.40%,0.20%,0.20%
TB,2010,1,-7.90%,-7.90%,-9.60%,-9.60%,8.20%,8.20%
BAL,2010,1,-27.40%,-27.40%,-39.90%,-39.90%,-6.30%,-6.30%
ATL,2010,1,-0.70%,-0.70%,1.80%,1.80%,3.90%,3.90%
ARI,2010,1,-9.00%,-9.00%,-17.80%,-17.80%,-9.40%,-9.40%
PHI,2010,1,16.70%,16.70%,15.60%,15.60%,-3.10%,-3.10%
CLE,2010,1,-4.60%,-4.60%,-12.30%,-12.30%,-10.80%,-10.80%
NYJ,2010,1,-45.50%,-45.50%,-26.50%,-26.50%,8.00%,8.00%
STL,2010,1,-24.50%,-24.50%,-3.40%,-3.40%,6.20%,6.20%
DET,2010,1,-34.50%,-34.50%,-10.90%,-10.90%,4.80%,4.80%
BUF,2010,1,-22.90%,-22.90%,4.50%,4.50%,7.00%,7.00%
DEN,2010,1,12.70%,12.70%,33.80%,33.80%,-4.00%,-4.00%
SD,2010,1,-3.40%,-3.40%,-6.80%,-6.80%,-37.00%,-37.00%
MIN,2010,1,-6.20%,-6.20%,27.40%,27.40%,-1.30%,-1.30%
IND,2010,1,32.20%,32.20%,52.20%,52.20%,-15.00%,-15.00%
WAS,2010,1,-6.60%,-6.60%,30.50%,30.50%,-2.30%,-2.30%
CIN,2010,1,22.00%,22.00%,54.30%,54.30%,-22.10%,-22.10%
CAR,2010,1,-65.90%,-65.90%,-3.00%,-3.00%,6.80%,6.80%
SF,2010,1,-62.00%,-62.00%,7.90%,7.90%,-7.30%,-7.30%
OAK,2010,1,-54.40%,-54.40%,25.20%,25.20%,-7.60%,-7.60%
GB,2010,2,34.40%,34.40%,-10.80%,-10.80%,8.20%,8.20%
ATL,2010,2,24.40%,24.40%,-16.60%,-16.60%,6.10%,6.10%
TB,2010,2,0.10%,0.10%,-26.50%,-26.50%,8.10%,8.10%
NYJ,2010,2,12.90%,12.90%,-15.50%,-15.50%,4.90%,4.90%
MIA,2010,2,3.30%,3.30%,-20.80%,-20.80%,-3.20%,-3.20%
PIT,2010,2,-26.80%,-26.80%,-36.60%,-36.60%,8.90%,8.90%
SEA,2010,2,-5.50%,-5.50%,-13.50%,-13.50%,10.10%,10.10%
NE,2010,2,35.00%,35.00%,25.20%,25.20%,8.10%,8.10%
SD,2010,2,17.50%,17.50%,-21.40%,-21.40%,-22.30%,-22.30%
KC,2010,2,-3.30%,-3.30%,-6.50%,-6.50%,11.40%,11.40%
HOU,2010,2,48.20%,48.20%,36.80%,36.80%,0.60%,0.60%
PHI,2010,2,25.90%,25.90%,11.60%,11.60%,-2.80%,-2.80%
CHI,2010,2,6.20%,6.20%,-13.00%,-13.00%,-7.90%,-7.90%
IND,2010,2,35.20%,35.20%,19.70%,19.70%,-5.90%,-5.90%
NO,2010,2,17.90%,17.90%,9.80%,9.80%,-0.30%,-0.30%
DAL,2010,2,15.70%,15.70%,8.40%,8.40%,0.50%,0.50%
CLE,2010,2,-11.50%,-11.50%,-14.80%,-14.80%,-7.10%,-7.10%
DEN,2010,2,19.10%,19.10%,16.80%,16.80%,-7.50%,-7.50%
TEN,2010,2,-33.10%,-33.10%,-33.10%,-33.10%,-5.20%,-5.20%
NYG,2010,2,-7.00%,-7.00%,-9.50%,-9.50%,-8.30%,-8.30%
CIN,2010,2,0.30%,0.30%,2.70%,2.70%,-4.10%,-4.10%
BAL,2010,2,-33.60%,-33.60%,-28.20%,-28.20%,-5.70%,-5.70%
STL,2010,2,-18.30%,-18.30%,-7.90%,-7.90%,-2.20%,-2.20%
WAS,2010,2,14.40%,14.40%,30.70%,30.70%,-1.80%,-1.80%
DET,2010,2,-13.30%,-13.30%,12.30%,12.30%,5.20%,5.20%
JAC,2010,2,-7.00%,-7.00%,25.50%,25.50%,10.50%,10.50%
MIN,2010,2,-21.00%,-21.00%,9.10%,9.10%,-3.20%,-3.20%
SF,2010,2,-22.20%,-22.20%,7.00%,7.00%,-6.80%,-6.80%
OAK,2010,2,-32.10%,-32.10%,8.10%,8.10%,-3.70%,-3.70%
BUF,2010,2,-29.40%,-29.40%,18.80%,18.80%,2.30%,2.30%
ARI,2010,2,-20.30%,-20.30%,15.90%,15.90%,-12.60%,-12.60%
CAR,2010,2,-49.20%,-49.20%,0.70%,0.70%,-1.80%,-1.80%
KC,2010,3,9.80%,9.80%,-18.90%,-18.90%,7.80%,7.80%
GB,2010,3,26.30%,26.30%,-14.30%,-14.30%,-4.20%,-4.20%
PIT,2010,3,-9.00%,-9.00%,-33.20%,-33.20%,8.70%,8.70%
NYJ,2010,3,21.40%,21.40%,-5.00%,-5.00%,6.10%,6.10%
PHI,2010,3,29.20%,29.20%,-5.20%,-5.20%,-2.30%,-2.30%
ATL,2010,3,19.00%,19.00%,-9.20%,-9.20%,-0.60%,-0.60%
NE,2010,3,46.40%,46.40%,20.60%,20.60%,-1.20%,-1.20%
DAL,2010,3,21.70%,21.70%,1.10%,1.10%,2.10%,2.10%
SEA,2010,3,-9.80%,-9.80%,-5.80%,-5.80%,24.20%,24.20%
IND,2010,3,31.50%,31.50%,9.60%,9.60%,-5.20%,-5.20%
MIA,2010,3,11.60%,11.60%,-3.60%,-3.60%,-6.00%,-6.00%
NO,2010,3,13.50%,13.50%,10.20%,10.20%,3.00%,3.00%
CHI,2010,3,1.60%,1.60%,-2.90%,-2.90%,0.30%,0.30%
CIN,2010,3,-6.20%,-6.20%,-8.70%,-8.70%,1.30%,1.30%
TEN,2010,3,-20.30%,-20.30%,-22.80%,-22.80%,1.00%,1.00%
TB,2010,3,-13.80%,-13.80%,-12.70%,-12.70%,4.30%,4.30%
SD,2010,3,12.80%,12.80%,-20.80%,-20.80%,-31.60%,-31.60%
BAL,2010,3,-12.40%,-12.40%,-13.70%,-13.70%,-2.30%,-2.30%
CLE,2010,3,-4.20%,-4.20%,0.00%,0.00%,-2.70%,-2.70%
NYG,2010,3,-3.40%,-3.40%,-6.80%,-6.80%,-10.90%,-10.90%
DEN,2010,3,11.90%,11.90%,16.60%,16.60%,-3.80%,-3.80%
HOU,2010,3,28.60%,28.60%,36.90%,36.90%,-1.00%,-1.00%
STL,2010,3,-14.30%,-14.30%,-5.80%,-5.80%,-3.60%,-3.60%
MIN,2010,3,-19.60%,-19.60%,-4.60%,-4.60%,-0.70%,-0.70%
WAS,2010,3,6.40%,6.40%,17.90%,17.90%,-4.80%,-4.80%
DET,2010,3,-19.90%,-19.90%,4.60%,4.60%,0.60%,0.60%
ARI,2010,3,-18.30%,-18.30%,3.50%,3.50%,-4.00%,-4.00%
BUF,2010,3,-15.40%,-15.40%,29.10%,29.10%,7.40%,7.40%
OAK,2010,3,-33.60%,-33.60%,-0.30%,-0.30%,-9.50%,-9.50%
JAC,2010,3,-24.40%,-24.40%,24.80%,24.80%,6.40%,6.40%
CAR,2010,3,-51.70%,-51.70%,-9.10%,-9.10%,-2.90%,-2.90%
SF,2010,3,-27.30%,-27.30%,15.30%,15.30%,-6.00%,-6.00%
KC,2010,4,10.30%,10.30%,-19.00%,-19.00%,7.80%,7.80%
NE,2010,4,40.80%,40.80%,12.20%,12.20%,4.60%,4.60%
NYJ,2010,4,23.30%,23.30%,-5.30%,-5.30%,2.90%,2.90%
GB,2010,4,24.00%,24.00%,-8.30%,-8.30%,-6.50%,-6.50%
PIT,2010,4,-4.00%,-4.00%,-24.30%,-24.30%,3.40%,3.40%
SD,2010,4,20.10%,20.10%,-28.40%,-28.40%,-25.00%,-25.00%
PHI,2010,4,18.60%,18.60%,-4.60%,-4.60%,-2.20%,-2.20%
DAL,2010,4,16.50%,16.50%,-0.10%,-0.10%,2.10%,2.10%
ATL,2010,4,7.00%,7.00%,-9.70%,-9.70%,-0.70%,-0.70%
NYG,2010,4,1.50%,1.50%,-24.10%,-24.10%,-11.40%,-11.40%
IND,2010,4,30.30%,30.30%,13.10%,13.10%,-4.70%,-4.70%
TEN,2010,4,-11.20%,-11.20%,-20.00%,-20.00%,1.30%,1.30%
SEA,2010,4,-16.40%,-16.40%,-5.50%,-5.50%,19.20%,19.20%
BAL,2010,4,-3.30%,-3.30%,-13.30%,-13.30%,-1.70%,-1.70%
HOU,2010,4,29.20%,29.20%,23.00%,23.00%,-2.00%,-2.00%
TB,2010,4,-11.80%,-11.80%,-9.60%,-9.60%,4.30%,4.30%
CIN,2010,4,-2.50%,-2.50%,-7.40%,-7.40%,-3.50%,-3.50%
NO,2010,4,11.80%,11.80%,12.60%,12.60%,1.80%,1.80%
CLE,2010,4,0.70%,0.70%,6.50%,6.50%,0.10%,0.10%
WAS,2010,4,6.00%,6.00%,10.00%,10.00%,-2.90%,-2.90%
STL,2010,4,-18.00%,-18.00%,-9.30%,-9.30%,-3.20%,-3.20%
MIA,2010,4,2.50%,2.50%,3.10%,3.10%,-12.10%,-12.10%
DEN,2010,4,4.10%,4.10%,12.90%,12.90%,-5.50%,-5.50%
JAC,2010,4,-5.60%,-5.60%,21.40%,21.40%,9.00%,9.00%
DET,2010,4,-13.90%,-13.90%,8.70%,8.70%,3.90%,3.90%
MIN,2010,4,-23.40%,-23.40%,-4.60%,-4.60%,-0.70%,-0.70%
CHI,2010,4,-24.90%,-24.90%,-3.10%,-3.10%,-0.90%,-0.90%
SF,2010,4,-24.50%,-24.50%,2.00%,2.00%,-4.90%,-4.90%
CAR,2010,4,-36.90%,-36.90%,-3.40%,-3.40%,-1.60%,-1.60%
BUF,2010,4,-16.00%,-16.00%,25.80%,25.80%,4.20%,4.20%
OAK,2010,4,-21.60%,-21.60%,13.80%,13.80%,-5.30%,-5.30%
ARI,2010,4,-28.90%,-28.90%,13.60%,13.60%,-3.60%,-3.60%
NE,2010,5,41.40%,41.20%,13.40%,13.40%,4.60%,4.40%
KC,2010,5,4.80%,4.80%,-17.10%,-17.20%,7.20%,7.00%
NYJ,2010,5,17.50%,17.90%,-4.00%,-3.60%,6.30%,6.30%
PIT,2010,5,-4.10%,-4.20%,-24.70%,-24.80%,3.40%,3.40%
NYG,2010,5,6.10%,6.10%,-25.90%,-25.70%,-8.40%,-8.20%
ATL,2010,5,10.00%,10.00%,-11.50%,-11.60%,-1.40%,-1.50%
TEN,2010,5,-1.70%,-1.90%,-17.10%,-17.10%,3.80%,3.70%
GB,2010,5,17.80%,17.70%,-7.10%,-7.20%,-5.90%,-6.20%
PHI,2010,5,19.40%,19.40%,-3.20%,-3.20%,-3.80%,-3.80%
SD,2010,5,21.00%,21.20%,-20.70%,-20.80%,-25.10%,-25.00%
IND,2010,5,24.90%,25.00%,8.60%,8.30%,-2.90%,-2.80%
BAL,2010,5,8.10%,8.60%,-3.00%,-2.60%,1.00%,1.10%
SEA,2010,5,-17.30%,-17.50%,-4.70%,-4.20%,19.20%,19.30%
DAL,2010,5,16.90%,16.80%,8.60%,8.90%,-3.00%,-2.90%
NO,2010,5,7.10%,7.00%,1.30%,1.40%,-0.70%,-0.70%
TB,2010,5,-4.50%,-4.30%,-5.20%,-5.10%,1.90%,1.80%
CIN,2010,5,-2.40%,-2.60%,-4.80%,-5.10%,-0.80%,-0.60%
DET,2010,5,-6.70%,-6.50%,3.70%,3.80%,9.00%,9.10%
WAS,2010,5,4.50%,4.60%,6.60%,6.50%,-2.30%,-2.30%
HOU,2010,5,19.30%,19.10%,23.30%,23.30%,-1.70%,-1.90%
JAC,2010,5,-0.70%,-0.90%,21.80%,22.00%,11.20%,11.10%
CHI,2010,5,-29.40%,-29.60%,-14.10%,-13.90%,4.00%,4.00%
CLE,2010,5,-6.30%,-6.20%,5.40%,5.70%,-0.90%,-0.80%
MIA,2010,5,2.90%,3.00%,3.50%,3.70%,-12.10%,-12.10%
MIN,2010,5,-19.80%,-19.90%,-8.80%,-9.10%,-1.90%,-1.90%
DEN,2010,5,10.10%,10.20%,19.30%,19.20%,-4.90%,-4.90%
SF,2010,5,-16.70%,-16.20%,2.50%,2.50%,-3.10%,-3.00%
STL,2010,5,-21.00%,-20.90%,1.70%,1.60%,-7.60%,-7.70%
OAK,2010,5,-17.10%,-16.80%,14.90%,14.90%,-2.20%,-2.20%
BUF,2010,5,-12.10%,-12.00%,25.00%,25.30%,2.40%,2.40%
CAR,2010,5,-47.10%,-47.00%,-10.60%,-10.60%,-4.00%,-4.10%
ARI,2010,5,-39.30%,-39.60%,8.90%,9.10%,0.70%,0.80%
PIT,2010,6,4.70%,5.30%,-22.30%,-21.80%,3.70%,3.60%
NE,2010,6,32.80%,32.80%,11.90%,11.70%,8.20%,8.20%
NYG,2010,6,9.00%,9.30%,-26.90%,-27.20%,-7.70%,-7.70%
TEN,2010,6,0.20%,0.80%,-20.80%,-20.70%,4.70%,4.90%
PHI,2010,6,23.10%,23.10%,-5.20%,-5.30%,-4.90%,-4.90%
NYJ,2010,6,14.00%,14.10%,-2.20%,-1.70%,6.90%,7.00%
KC,2010,6,9.50%,9.90%,-5.90%,-5.70%,5.00%,4.90%
IND,2010,6,23.90%,23.90%,4.70%,4.70%,-6.80%,-6.80%
NO,2010,6,11.90%,11.80%,-1.60%,-1.80%,-1.60%,-1.70%
GB,2010,6,11.60%,11.40%,-5.50%,-5.20%,-6.20%,-6.40%
ATL,2010,6,7.50%,7.20%,-6.80%,-6.60%,-3.60%,-3.80%
BAL,2010,6,4.40%,5.10%,-5.00%,-4.50%,1.10%,1.20%
SEA,2010,6,-6.80%,-6.70%,-4.00%,-3.90%,11.70%,11.80%
SD,2010,6,15.70%,15.80%,-15.10%,-14.90%,-23.40%,-23.40%
HOU,2010,6,28.00%,27.80%,24.40%,24.50%,-1.30%,-1.30%
CIN,2010,6,-5.40%,-5.40%,-3.70%,-3.60%,-0.80%,-0.70%
DET,2010,6,-6.50%,-6.40%,5.40%,5.30%,9.30%,9.30%
MIA,2010,6,3.40%,3.60%,0.90%,1.30%,-5.90%,-5.90%
DAL,2010,6,10.10%,10.20%,6.70%,6.70%,-7.30%,-7.40%
WAS,2010,6,2.60%,2.70%,7.30%,7.10%,0.00%,0.00%
MIN,2010,6,-19.50%,-19.40%,-10.60%,-10.80%,1.90%,2.00%
DEN,2010,6,9.20%,9.20%,12.60%,12.60%,-5.20%,-5.10%
SF,2010,6,-16.20%,-16.10%,-8.30%,-8.30%,-1.60%,-1.50%
CHI,2010,6,-26.00%,-26.40%,-7.00%,-6.80%,8.30%,8.60%
CLE,2010,6,-6.30%,-6.10%,9.80%,10.40%,0.90%,1.00%
TB,2010,6,-10.10%,-10.20%,4.60%,5.10%,-1.70%,-1.90%
